batch_id,timestamp,temperature,conveyor_speed,hold_time,batch_size,material_type,hour_of_day,operator_exp,temp_speed_product,temp_deviation,speed_deviation,hold_per_kg,shift,hours_into_shift,quality_score,yield_pct,performance_pct,energy_kwh,co2_kg,energy_per_kg,fault_type
B0617,2025-10-11 18:30:48,68.8,114.6,31.3,506.0,1,20,1,7884.48,9.490549999999992,55.12705,0.06185770750988143,1,6,100.0,84.7,100.0,28.0,22.96,0.055336,bearing_wear
B0618,2025-10-10 14:52:50,68.9,113.8,30.3,508.0,1,10,1,7840.820000000001,9.59055,55.927049999999994,0.059645669291338584,0,4,100.0,87.4,100.0,28.1,23.04,0.055315,normal
B0619,2025-10-23 09:18:04,64.1,141.7,36.9,496.0,2,12,0,9082.97,4.790549999999989,28.027050000000003,0.07439516129032257,0,6,100.0,88.3,95.8,31.1,25.5,0.062702,wet_material
B0620,2025-10-13 13:40:23,58.8,187.1,45.9,495.0,2,20,2,11001.48,0.5094500000000082,17.372950000000003,0.09272727272727273,1,6,97.5,93.2,77.4,36.9,30.26,0.074545,normal
B0621,2025-10-18 16:00:27,62.4,143.2,38.5,506.0,2,11,0,8935.679999999998,3.0905499999999932,26.527050000000003,0.07608695652173914,0,5,99.4,88.3,91.8,31.6,25.91,0.062451,normal
B0622,2025-10-29 10:38:09,46.2,263.6,67.6,515.0,2,19,1,12178.320000000002,13.109450000000002,93.87295000000003,0.13126213592233008,1,5,90.5,98.8,60.0,52.5,43.05,0.101942,wet_material
B0623,2025-10-17 22:14:07,64.0,138.8,34.8,510.0,2,19,1,8883.2,4.690549999999995,30.92704999999998,0.06823529411764705,1,5,100.0,86.1,99.2,30.4,24.93,0.059608,normal
B0624,2025-10-16 19:06:23,60.3,161.2,44.0,496.0,2,8,0,9720.359999999999,0.9905499999999918,8.527050000000003,0.08870967741935484,0,2,98.1,89.3,82.4,34.0,27.88,0.068548,normal
B0625,2025-11-02 15:24:12,67.5,121.1,30.6,503.0,1,20,2,8174.25,8.190549999999995,48.62705,0.06083499005964215,1,6,100.0,86.4,100.0,28.5,23.37,0.05666,calibration_needed
B0626,2025-10-31 20:03:21,53.6,201.1,56.1,516.0,2,17,0,10778.96,5.709450000000004,31.372950000000003,0.10872093023255815,1,3,95.0,94.8,66.7,41.7,34.19,0.080814,normal
B0627,2025-10-19 16:08:59,58.1,172.1,47.5,502.0,0,17,2,9999.01,1.209450000000004,2.372950000000003,0.0946215139442231,1,3,97.1,92.7,78.5,35.9,29.44,0.071514,normal
B0628,2025-10-27 22:41:36,59.4,169.7,48.5,493.0,1,11,2,10080.179999999998,0.09054999999999325,0.027050000000002683,0.09837728194726167,0,5,97.0,93.7,70.4,36.3,29.77,0.073631,normal
B0629,2025-10-25 08:36:44,50.4,225.8,61.3,516.0,0,14,2,11380.32,8.909450000000007,56.07295000000002,0.1187984496124031,1,0,93.9,98.2,60.0,45.4,37.23,0.087984,normal
B0630,2025-10-24 10:24:01,70.6,98.8,28.3,512.0,0,9,1,6975.279999999999,11.290549999999989,70.92705,0.0552734375,0,3,100.0,85.0,100.0,26.4,21.65,0.051562,bearing_wear
B0631,2025-10-17 11:55:12,46.5,259.1,69.3,521.0,0,6,1,12048.150000000001,12.809450000000005,89.37295000000003,0.1330134357005758,0,0,93.2,97.1,60.0,52.4,42.97,0.100576,normal
B0632,2025-10-11 20:33:11,52.1,215.3,59.0,515.0,1,19,1,11217.130000000001,7.209450000000004,45.57295000000002,0.1145631067961165,1,5,96.0,96.3,62.2,43.0,35.26,0.083495,normal
B0633,2025-10-12 14:02:46,56.7,191.9,51.1,493.0,1,21,1,10880.730000000001,2.6094500000000025,22.172950000000014,0.10365111561866126,1,7,97.1,94.1,71.5,39.1,32.06,0.07931,normal
B0634,2025-10-02 15:03:36,71.1,105.3,27.8,506.0,0,6,1,7486.829999999999,11.790549999999989,64.42705,0.054940711462450595,0,0,100.0,84.2,100.0,26.6,21.81,0.052569,normal
B0635,2025-10-02 00:32:50,58.8,171.6,49.3,494.0,0,9,0,10090.08,0.5094500000000082,1.872950000000003,0.09979757085020242,0,3,96.0,92.1,70.4,36.1,29.6,0.073077,normal
B0636,2025-10-28 11:31:43,57.9,173.1,48.7,487.0,1,14,1,10022.49,1.4094500000000068,3.372950000000003,0.1,1,0,99.2,90.4,78.3,35.9,29.44,0.073717,normal
B0637,2025-10-17 07:39:02,61.9,167.9,43.2,504.0,0,10,0,10393.01,2.5905499999999932,1.8270499999999856,0.08571428571428572,0,4,98.3,91.9,80.3,33.8,27.72,0.067063,normal
B0638,2025-10-10 23:50:08,57.7,171.9,48.0,502.0,0,17,1,9918.630000000001,1.6094500000000025,2.1729500000000144,0.09561752988047809,1,3,97.2,93.7,77.8,35.9,29.44,0.071514,normal
B0639,2025-11-03 13:57:11,54.8,196.0,52.7,498.0,1,12,2,10740.8,4.509450000000008,26.27295000000001,0.10582329317269076,0,6,95.5,93.5,67.4,39.3,32.23,0.078916,bearing_wear
B0640,2025-10-31 12:19:18,60.0,148.8,39.7,496.0,0,6,0,8928.0,0.6905499999999947,20.92704999999998,0.08004032258064517,0,0,98.1,90.8,83.5,32.7,26.81,0.065927,normal
B0641,2025-10-30 21:19:53,41.7,277.6,75.1,533.0,0,13,2,11575.920000000002,17.609450000000002,107.87295000000003,0.14090056285178235,0,7,89.2,99.3,60.0,58.0,47.56,0.108818,normal
B0642,2025-11-01 09:54:26,70.4,98.8,27.9,508.0,1,6,0,6955.52,11.09055,70.92705,0.05492125984251968,0,0,100.0,85.6,100.0,26.4,21.65,0.051969,normal
B0643,2025-10-25 11:26:43,43.0,269.8,72.2,528.0,1,9,0,11601.4,16.309450000000005,100.07295000000002,0.13674242424242425,0,3,89.8,100.0,60.0,54.8,44.94,0.103788,normal
B0644,2025-10-06 02:15:29,57.1,199.8,55.3,512.0,2,21,0,11408.580000000002,2.209450000000004,30.07295000000002,0.1080078125,1,7,94.9,94.4,64.0,39.9,32.72,0.07793,normal
B0645,2025-11-05 06:29:17,57.2,177.5,50.9,500.0,1,12,1,10153.0,2.1094500000000025,7.772950000000009,0.1018,0,6,97.1,91.2,74.2,37.0,30.34,0.074,normal
B0646,2025-11-05 08:03:22,61.4,149.2,39.4,510.0,0,11,0,9160.88,2.0905499999999932,20.527050000000003,0.07725490196078431,0,5,97.8,90.0,87.3,32.7,26.81,0.064118,normal
B0647,2025-11-07 03:10:46,56.4,176.2,51.2,498.0,0,19,1,9937.679999999998,2.9094500000000068,6.472949999999997,0.10281124497991968,1,5,99.2,88.8,74.0,37.0,30.34,0.074297,bearing_wear
B0648,2025-10-10 20:37:00,61.9,154.9,40.9,494.0,1,17,1,9588.31,2.5905499999999932,14.827049999999986,0.08279352226720647,1,3,99.3,90.3,89.1,33.4,27.39,0.067611,normal
B0649,2025-10-27 11:30:41,64.8,120.3,32.4,512.0,2,6,1,7795.44,5.490549999999992,49.427049999999994,0.06328125,0,0,100.0,86.7,97.3,28.4,23.29,0.055469,normal
B0650,2025-10-16 06:56:50,53.1,219.0,58.1,515.0,1,8,0,11628.9,6.209450000000004,49.27295000000001,0.11281553398058253,0,2,92.2,95.0,60.0,43.5,35.67,0.084466,normal
B0651,2025-10-09 08:29:48,63.6,141.5,37.7,496.0,0,18,1,8999.4,4.290549999999996,28.22704999999999,0.07600806451612904,1,4,100.0,87.7,94.8,31.2,25.58,0.062903,normal
B0652,2025-10-22 14:09:13,55.0,192.3,53.4,493.0,0,13,1,10576.5,4.309450000000005,22.57295000000002,0.10831643002028397,0,7,96.8,93.4,68.9,39.1,32.06,0.07931,normal
B0653,2025-10-22 00:44:36,56.3,180.8,48.7,503.0,2,8,1,10179.04,3.009450000000008,11.07295000000002,0.09681908548707754,0,2,97.4,94.3,71.0,36.7,30.09,0.072962,bearing_wear
B0654,2025-10-28 13:48:10,72.2,94.8,24.7,517.0,0,11,0,6844.56,12.890549999999998,74.92705,0.047775628626692455,0,5,100.0,81.2,100.0,25.8,21.16,0.049903,calibration_needed
B0655,2025-11-04 16:48:05,61.1,150.1,40.0,500.0,1,20,2,9171.11,1.790549999999996,19.627049999999997,0.08,1,6,98.9,87.2,87.6,32.8,26.9,0.0656,normal
B0656,2025-10-22 13:42:29,55.8,188.4,53.5,499.0,0,11,1,10512.72,3.509450000000008,18.672950000000014,0.10721442885771543,0,5,96.6,94.8,73.2,39.4,32.31,0.078958,normal
B0657,2025-10-20 22:31:23,60.6,160.5,42.9,504.0,1,18,2,9726.300000000001,1.290549999999996,9.227049999999991,0.08511904761904762,1,4,97.9,89.4,84.2,34.3,28.13,0.068056,calibration_needed
B0658,2025-10-05 01:30:49,61.2,152.5,41.0,509.0,2,14,1,9333.0,1.8905499999999975,17.22704999999999,0.08055009823182711,1,0,98.8,91.1,87.6,32.7,26.81,0.064244,normal
B0659,2025-11-04 11:55:55,47.7,244.2,67.7,532.0,1,16,0,11648.34,11.609450000000002,74.47295,0.12725563909774437,1,2,92.8,99.1,60.0,49.9,40.92,0.093797,calibration_needed
B0660,2025-10-05 02:16:15,62.9,139.1,35.0,494.0,0,16,0,8749.39,3.5905499999999932,30.627049999999997,0.0708502024291498,1,2,100.0,87.5,99.1,30.6,25.09,0.061943,wet_material
B0661,2025-10-02 08:11:57,62.4,141.1,35.1,509.0,0,12,1,8804.64,3.0905499999999932,28.627049999999997,0.06895874263261297,0,6,100.0,87.4,100.0,30.7,25.17,0.060314,normal
B0662,2025-10-27 21:51:55,73.3,91.6,23.9,514.0,0,12,1,6714.28,13.990549999999992,78.12705,0.046498054474708166,0,6,100.0,82.7,100.0,25.3,20.75,0.049222,normal
B0663,2025-11-05 12:22:16,53.1,200.9,55.9,517.0,1,7,0,10667.79,6.209450000000004,31.172950000000014,0.10812379110251451,0,1,94.9,94.5,69.3,40.4,33.13,0.078143,normal
B0664,2025-10-19 20:29:02,67.7,119.0,31.3,512.0,0,7,1,8056.3,8.390549999999998,50.72704999999999,0.0611328125,0,1,100.0,87.2,100.0,28.5,23.37,0.055664,wet_material
B0665,2025-10-18 11:38:52,56.5,191.4,52.4,496.0,0,11,1,10814.1,2.8094500000000053,21.672950000000014,0.10564516129032257,0,5,96.2,93.7,73.4,39.4,32.31,0.079435,normal
B0666,2025-10-29 06:50:56,55.1,179.4,47.4,499.0,1,19,2,9884.94,4.209450000000004,9.672950000000014,0.09498997995991984,1,5,96.3,92.1,75.9,36.6,30.01,0.073347,bearing_wear
B0667,2025-10-15 00:10:46,59.8,146.9,40.4,500.0,1,8,1,8784.62,0.4905499999999918,22.827049999999986,0.0808,0,2,99.5,87.5,85.6,32.7,26.81,0.0654,normal
B0668,2025-10-25 18:47:39,63.7,140.5,34.9,501.0,2,18,1,8949.85,4.3905499999999975,29.22704999999999,0.06966067864271457,1,4,100.0,86.7,97.9,30.7,25.17,0.061277,normal
B0669,2025-10-15 09:19:19,48.2,234.4,64.4,512.0,0,9,2,11298.080000000002,11.109450000000002,64.67295000000001,0.12578125,0,3,94.4,97.1,60.0,47.6,39.03,0.092969,normal
B0670,2025-10-23 22:02:58,59.5,171.8,48.6,502.0,1,19,1,10222.1,0.19054999999999467,2.07295000000002,0.09681274900398407,1,5,96.6,93.7,69.6,36.0,29.52,0.071713,normal
B0671,2025-10-14 22:28:08,54.8,198.6,55.5,501.0,1,11,0,10883.279999999999,4.509450000000008,28.872950000000003,0.11077844311377245,0,5,95.6,96.1,69.5,40.6,33.29,0.081038,normal
B0672,2025-10-21 10:53:02,61.0,154.9,39.8,494.0,2,9,0,9448.9,1.6905499999999947,14.827049999999986,0.08056680161943319,0,3,99.4,87.0,85.9,33.2,27.22,0.067206,normal
B0673,2025-10-22 00:23:41,51.6,227.4,60.8,517.0,2,12,2,11733.84,7.709450000000004,57.672950000000014,0.11760154738878142,0,6,93.5,97.9,60.0,45.6,37.39,0.088201,normal
B0674,2025-10-27 06:32:04,61.0,152.0,40.8,499.0,0,6,2,9272.0,1.6905499999999947,17.72704999999999,0.0817635270541082,0,0,97.9,90.3,86.1,32.6,26.73,0.065331,normal
B0675,2025-10-07 10:25:14,56.5,191.0,52.6,496.0,0,12,1,10791.5,2.8094500000000053,21.27295000000001,0.1060483870967742,0,6,95.5,93.6,72.5,39.2,32.14,0.079032,normal
B0676,2025-10-21 17:28:30,70.9,106.0,26.9,506.0,0,17,2,7515.400000000001,11.59055,63.72704999999999,0.05316205533596838,1,3,100.0,83.4,100.0,26.6,21.81,0.052569,normal
B0677,2025-09-29 20:40:47,66.1,119.4,31.8,507.0,2,17,1,7892.34,6.790549999999989,50.327049999999986,0.06272189349112427,1,3,100.0,87.5,100.0,28.8,23.62,0.056805,calibration_needed
B0678,2025-10-22 22:37:17,64.7,121.4,32.6,497.0,1,19,1,7854.580000000001,5.3905499999999975,48.327049999999986,0.06559356136820926,1,5,100.0,88.4,99.1,28.4,23.29,0.057143,normal
B0679,2025-10-01 04:00:07,73.5,93.2,24.0,513.0,0,13,0,6850.2,14.190549999999995,76.52704999999999,0.04678362573099415,0,7,100.0,83.0,100.0,25.5,20.91,0.049708,normal
B0680,2025-11-07 05:33:11,59.4,164.1,43.4,513.0,2,14,2,9747.539999999999,0.09054999999999325,5.627049999999997,0.08460038986354776,1,0,98.7,89.7,85.2,34.4,28.21,0.067057,wet_material
B0681,2025-10-15 13:45:50,62.2,152.0,41.0,503.0,0,13,0,9454.4,2.8905499999999975,17.72704999999999,0.08151093439363817,0,7,100.0,89.0,87.1,32.4,26.57,0.064414,calibration_needed
B0682,2025-10-11 13:47:11,53.4,205.6,55.9,501.0,1,11,1,10979.039999999999,5.909450000000007,35.87295,0.11157684630738522,0,5,94.9,95.7,66.8,41.4,33.95,0.082635,normal
B0683,2025-11-11 07:04:47,63.2,146.8,37.4,497.0,0,13,1,9277.760000000002,3.8905499999999975,22.92704999999998,0.07525150905432595,0,7,100.0,87.0,92.8,31.6,25.91,0.063581,normal
B0684,2025-10-24 20:59:07,70.0,115.7,31.1,507.0,0,10,1,8099.0,10.690549999999995,54.02704999999999,0.06134122287968442,0,4,100.0,87.1,100.0,27.9,22.88,0.05503,bearing_wear
B0685,2025-10-08 23:22:06,51.5,217.2,59.5,508.0,1,14,0,11185.8,7.809450000000005,47.47295,0.1171259842519685,1,0,93.5,94.6,60.0,45.1,36.98,0.08878,wet_material
B0686,2025-10-19 04:08:13,51.3,226.2,60.7,516.0,0,12,2,11604.06,8.009450000000008,56.47295,0.11763565891472869,0,6,94.4,97.9,60.0,45.3,37.15,0.087791,normal
B0687,2025-10-01 09:40:05,70.0,115.7,30.6,509.0,0,14,2,8099.0,10.690549999999995,54.02704999999999,0.060117878192534384,1,0,100.0,84.8,100.0,27.8,22.8,0.054617,normal
B0688,2025-10-15 19:10:50,59.1,170.2,47.9,490.0,0,8,2,10058.82,0.2094500000000039,0.4729499999999973,0.09775510204081632,0,2,97.0,90.3,69.5,36.2,29.68,0.073878,calibration_needed
B0689,2025-10-17 03:10:27,69.5,115.3,31.0,504.0,1,9,0,8013.349999999999,10.190549999999995,54.427049999999994,0.061507936507936505,0,3,100.0,84.7,100.0,27.9,22.88,0.055357,calibration_needed
B0690,2025-11-11 10:16:01,52.3,213.4,57.7,507.0,1,10,0,11160.82,7.009450000000008,43.672950000000014,0.11380670611439843,0,4,93.8,94.9,62.7,42.9,35.18,0.084615,normal
B0691,2025-11-11 13:31:52,73.2,92.8,24.0,513.0,1,17,2,6792.96,13.890549999999998,76.92705,0.04678362573099415,1,3,100.0,82.1,100.0,25.3,20.75,0.049318,wet_material
B0692,2025-11-01 12:11:46,59.5,167.5,46.1,506.0,0,8,1,9966.25,0.19054999999999467,2.2270499999999913,0.09110671936758893,0,2,99.1,91.6,81.8,34.8,28.54,0.068775,normal
B0693,2025-11-01 08:35:30,67.8,140.0,35.9,499.0,0,18,1,9492.0,8.490549999999992,29.72704999999999,0.0719438877755511,1,4,100.0,86.6,92.0,30.6,25.09,0.061323,calibration_needed
B0694,2025-11-06 23:06:27,57.6,201.7,54.9,500.0,0,10,1,11617.92,1.709450000000004,31.972949999999997,0.1098,0,4,95.3,93.6,64.0,39.9,32.72,0.0798,normal
B0695,2025-10-03 03:49:16,58.7,174.6,48.1,499.0,1,20,0,10249.02,0.6094500000000025,4.872950000000003,0.09639278557114228,1,6,97.8,90.3,78.6,36.1,29.6,0.072345,normal
B0696,2025-10-28 21:33:36,67.1,130.4,34.0,511.0,1,17,1,8749.84,7.790549999999989,39.327049999999986,0.06653620352250489,1,3,100.0,87.4,100.0,29.9,24.52,0.058513,normal
B0697,2025-11-06 18:19:22,60.9,161.9,43.0,503.0,0,15,1,9859.710000000001,1.5905499999999932,7.827049999999986,0.08548707753479125,1,1,98.0,90.5,85.1,34.3,28.13,0.068191,normal
B0698,2025-10-01 18:34:04,44.3,267.2,70.9,521.0,2,6,1,11836.96,15.009450000000008,97.47295,0.136084452975048,0,0,89.6,100.0,60.0,55.1,45.18,0.105758,wet_material
B0699,2025-10-23 05:04:17,67.8,110.1,30.5,510.0,0,18,2,7464.78,8.490549999999992,59.62705,0.059803921568627454,1,4,100.0,84.9,100.0,27.6,22.63,0.054118,normal
B0700,2025-10-20 21:34:34,50.5,226.9,61.0,515.0,0,10,2,11458.45,8.809450000000005,57.172950000000014,0.11844660194174757,0,4,93.2,97.8,60.0,45.5,37.31,0.08835,normal
B0701,2025-10-19 11:12:48,40.8,283.2,76.2,535.0,0,14,0,11554.56,18.509450000000008,113.47295,0.1424299065420561,1,0,89.3,100.0,60.0,58.2,47.72,0.108785,normal
B0702,2025-10-16 20:54:56,46.1,259.4,70.1,526.0,2,8,1,11958.34,13.209450000000004,89.67294999999999,0.1332699619771863,0,2,90.8,98.1,60.0,52.6,43.13,0.1,normal
B0703,2025-10-21 00:38:09,48.0,248.1,66.0,518.0,0,9,2,11908.8,11.309450000000005,78.37295,0.1274131274131274,0,3,92.7,97.6,60.0,49.9,40.92,0.096332,normal
B0704,2025-10-08 03:36:26,57.6,185.4,46.3,498.0,0,7,1,10679.04,1.709450000000004,15.672950000000014,0.09297188755020079,0,1,96.8,89.9,77.5,37.0,30.34,0.074297,wet_material
B0705,2025-10-16 00:29:14,68.6,110.5,30.2,505.0,2,8,1,7580.299999999999,9.290549999999989,59.22704999999999,0.0598019801980198,0,2,100.0,86.5,100.0,27.6,22.63,0.054653,bearing_wear
B0706,2025-10-22 18:34:10,45.8,260.2,68.4,526.0,0,16,0,11917.159999999998,13.509450000000008,90.47295,0.13003802281368823,1,2,92.8,98.3,60.0,52.7,43.21,0.10019,calibration_needed
B0707,2025-11-03 09:46:05,59.6,169.9,49.2,500.0,0,19,0,10126.04,0.2905499999999961,0.17295000000001437,0.0984,1,5,96.7,93.6,69.8,36.0,29.52,0.072,normal
B0708,2025-10-08 21:05:28,65.9,118.6,31.3,503.0,1,21,1,7815.740000000001,6.59055,51.12705,0.06222664015904573,1,7,100.0,84.9,100.0,28.7,23.53,0.057058,bearing_wear
B0709,2025-10-17 07:53:23,63.8,130.2,37.3,512.0,0,16,1,8306.759999999998,4.490549999999992,39.52705,0.0728515625,1,2,100.0,88.9,97.8,30.1,24.68,0.058789,normal
B0710,2025-10-05 06:47:49,60.7,147.2,39.8,501.0,0,17,0,8935.039999999999,1.3905499999999975,22.527050000000003,0.07944111776447105,1,3,100.0,89.7,88.6,32.6,26.73,0.06507,normal
B0711,2025-10-06 22:34:46,62.0,153.2,40.6,501.0,0,6,1,9498.4,2.6905499999999947,16.527050000000003,0.08103792415169661,0,0,98.7,89.7,88.0,32.6,26.73,0.06507,normal
B0712,2025-10-28 16:24:52,52.6,214.6,57.4,518.0,1,19,0,11287.96,6.709450000000004,44.87295,0.1108108108108108,1,5,93.8,96.6,60.0,43.6,35.75,0.08417,normal
B0713,2025-11-01 01:25:14,61.7,150.2,41.1,503.0,1,15,2,9267.34,2.3905499999999975,19.527050000000003,0.08170974155069582,1,1,99.5,90.3,87.7,32.7,26.81,0.06501,normal
B0714,2025-11-13 04:26:09,64.1,145.3,36.9,501.0,2,20,2,9313.73,4.790549999999989,24.42704999999998,0.07365269461077845,1,6,100.0,88.9,96.7,31.1,25.5,0.062076,normal
B0715,2025-10-18 09:14:52,45.9,259.6,68.2,516.0,0,6,1,11915.640000000001,13.409450000000007,89.87295000000003,0.13217054263565892,0,0,89.5,97.4,60.0,52.3,42.89,0.101357,wet_material
B0716,2025-10-30 23:00:48,53.8,208.0,58.7,509.0,1,11,1,11190.4,5.509450000000008,38.27295000000001,0.11532416502946956,0,5,95.4,97.7,60.8,43.0,35.26,0.084479,wet_material
B0717,2025-10-21 11:34:23,53.1,216.0,57.4,516.0,2,6,1,11469.6,6.209450000000004,46.27295000000001,0.11124031007751937,0,0,95.0,97.4,60.9,43.8,35.92,0.084884,normal
B0718,2025-10-14 21:42:15,62.7,145.3,37.7,494.0,0,21,2,9110.310000000001,3.3905499999999975,24.42704999999998,0.07631578947368421,1,7,100.0,86.5,93.4,31.5,25.83,0.063765,normal
B0719,2025-11-07 01:59:33,54.8,199.4,52.8,497.0,0,12,2,10927.119999999999,4.509450000000008,29.672950000000014,0.1062374245472837,0,6,96.4,93.2,68.7,39.2,32.14,0.078873,normal
B0720,2025-10-04 13:39:48,61.0,148.3,39.5,497.0,0,15,2,9046.300000000001,1.6905499999999947,21.42704999999998,0.079476861167002,1,1,97.3,88.8,87.9,32.7,26.81,0.065795,normal
B0721,2025-10-10 09:43:48,54.5,204.6,56.6,511.0,1,17,2,11150.699999999999,4.809450000000005,34.87295,0.11076320939334638,1,3,95.2,96.2,67.0,41.4,33.95,0.081018,normal
B0722,2025-11-06 05:49:14,55.2,193.0,51.7,497.0,1,14,1,10653.6,4.1094500000000025,23.27295000000001,0.1040241448692153,1,0,97.3,92.6,69.5,39.5,32.39,0.079477,normal
B0723,2025-10-18 03:53:31,67.8,120.3,31.5,511.0,2,20,0,8156.339999999999,8.490549999999992,49.427049999999994,0.06164383561643835,1,6,100.0,87.1,100.0,28.5,23.37,0.055773,normal
B0724,2025-10-26 17:06:58,56.9,191.5,53.0,503.0,0,12,0,10896.35,2.4094500000000068,21.77295000000001,0.10536779324055666,0,6,96.1,94.6,71.3,39.3,32.23,0.078131,normal
B0725,2025-10-04 15:37:08,54.0,216.7,57.6,513.0,0,16,2,11701.8,5.309450000000005,46.97295,0.11228070175438597,1,2,93.6,98.1,60.0,44.0,36.08,0.08577,normal
B0726,2025-10-08 01:59:35,62.0,157.1,41.2,502.0,2,12,1,9740.199999999999,2.6905499999999947,12.627049999999997,0.08207171314741037,0,6,97.2,89.8,90.1,33.3,27.31,0.066335,normal
B0727,2025-10-04 16:18:18,60.9,155.8,41.5,504.0,0,10,0,9488.220000000001,1.5905499999999932,13.92704999999998,0.08234126984126984,0,4,97.5,90.2,86.4,32.7,26.81,0.064881,wet_material
B0728,2025-11-10 02:46:12,54.3,201.2,56.3,506.0,2,6,0,10925.159999999998,5.009450000000008,31.472949999999997,0.11126482213438735,0,0,95.6,95.5,66.9,41.9,34.36,0.082806,normal
B0729,2025-10-16 16:39:17,47.7,254.1,65.9,523.0,0,7,2,12120.57,11.609450000000002,84.37295,0.1260038240917782,0,1,91.6,99.3,60.0,50.1,41.08,0.095793,normal
B0730,2025-10-23 18:54:03,62.4,152.5,41.6,505.0,0,20,2,9516.0,3.0905499999999932,17.22704999999999,0.08237623762376238,1,6,98.8,90.0,86.3,32.5,26.65,0.064356,wet_material
B0731,2025-10-23 02:38:40,58.4,170.1,45.2,496.0,1,18,2,9933.84,0.9094500000000068,0.372950000000003,0.09112903225806453,1,4,99.6,89.0,82.9,34.7,28.45,0.06996,normal
B0732,2025-10-02 06:40:29,59.8,161.4,43.8,503.0,0,6,1,9651.72,0.4905499999999918,8.327049999999986,0.08707753479125248,0,0,98.6,90.7,83.1,33.9,27.8,0.067396,normal
B0733,2025-10-07 23:30:55,64.3,142.5,37.7,504.0,2,9,1,9162.75,4.990549999999992,27.22704999999999,0.07480158730158731,0,3,100.0,87.6,94.3,31.7,25.99,0.062897,normal
B0734,2025-10-14 06:47:09,52.8,216.9,57.9,514.0,2,14,2,11452.32,6.509450000000008,47.172950000000014,0.11264591439688716,1,0,95.1,96.7,60.0,44.0,36.08,0.085603,normal
B0735,2025-10-15 07:04:26,71.7,95.7,24.8,513.0,0,10,2,6861.6900000000005,12.390549999999998,74.02704999999999,0.04834307992202729,0,4,100.0,82.6,100.0,25.7,21.07,0.050097,normal
B0736,2025-10-04 10:21:04,62.9,139.9,36.8,507.0,1,19,0,8799.710000000001,3.5905499999999932,29.827049999999986,0.07258382642998026,1,5,100.0,86.8,94.8,31.0,25.42,0.061144,normal
B0737,2025-10-14 07:47:03,48.3,248.5,66.2,515.0,0,17,2,12002.55,11.009450000000008,78.77295000000001,0.12854368932038834,1,3,92.7,97.9,60.0,49.9,40.92,0.096893,normal
B0738,2025-10-07 09:33:46,64.5,133.7,37.0,507.0,2,13,1,8623.65,5.190549999999995,36.02705,0.07297830374753451,0,7,100.0,87.7,97.8,30.4,24.93,0.059961,normal
B0739,2025-10-28 17:20:50,60.1,158.4,41.6,495.0,1,17,1,9519.84,0.7905499999999961,11.327049999999986,0.08404040404040404,1,3,97.6,90.3,87.6,32.7,26.81,0.066061,wet_material
B0740,2025-10-23 17:36:32,62.7,144.6,38.1,502.0,2,10,1,9066.42,3.3905499999999975,25.127049999999997,0.07589641434262949,0,4,100.0,90.0,92.8,31.6,25.91,0.062948,normal
B0741,2025-11-13 09:54:08,62.2,165.1,42.8,502.0,1,16,0,10269.22,2.8905499999999975,4.627049999999997,0.08525896414342629,1,2,99.6,90.9,79.6,34.1,27.96,0.067928,normal
B0742,2025-10-05 09:29:37,52.3,214.6,59.3,511.0,0,20,2,11223.58,7.009450000000008,44.87295,0.11604696673189824,1,6,95.2,95.3,60.0,43.9,36.0,0.08591,normal
B0743,2025-10-29 06:17:17,46.8,264.3,69.6,522.0,0,19,1,12369.24,12.509450000000008,94.57295000000002,0.13333333333333333,1,5,91.4,98.7,60.0,52.7,43.21,0.100958,normal
B0744,2025-11-05 01:44:26,55.6,191.9,52.1,494.0,1,6,0,10669.640000000001,3.709450000000004,22.172950000000014,0.10546558704453442,0,0,97.1,95.3,72.4,39.5,32.39,0.07996,normal
B0745,2025-10-15 19:27:02,59.5,166.0,45.3,494.0,0,13,1,9877.0,0.19054999999999467,3.7270499999999913,0.09170040485829958,0,7,99.6,90.5,83.1,34.8,28.54,0.070445,normal
B0746,2025-10-27 19:02:13,62.7,164.1,42.2,504.0,1,6,1,10289.07,3.3905499999999975,5.627049999999997,0.08373015873015874,0,0,99.1,90.6,80.3,34.3,28.13,0.068056,normal
B0747,2025-10-10 03:40:06,57.2,188.6,54.1,495.0,0,9,1,10787.92,2.1094500000000025,18.872950000000003,0.10929292929292929,0,3,97.0,95.5,71.4,39.2,32.14,0.079192,wet_material
B0748,2025-10-16 16:40:52,62.3,130.0,36.4,505.0,0,11,0,8099.0,2.990549999999992,39.72704999999999,0.07207920792079207,0,5,100.0,88.2,97.6,30.1,24.68,0.059604,normal
B0749,2025-10-21 22:07:41,66.6,140.4,35.8,495.0,1,6,0,9350.64,7.290549999999989,29.327049999999986,0.07232323232323232,0,0,100.0,87.7,92.1,30.5,25.01,0.061616,normal
